0	0.0998264	0	0.0998264
1	0.0998264	6.93889e-18	0.0998264
2	0.0998119	-7.63278e-17	0.0998119
3	0.0998196	-6.93889e-17	0.0998196
4	0.0998103	-6.93889e-17	0.0998103
5	0.0998141	-5.55112e-17	0.0998141
6	0.0998078	-1.11022e-16	0.0998078
7	0.0998093	-6.93889e-17	0.0998093
8	0.0998048	-8.32667e-17	0.0998048
9	0.0998049	6.245e-17	0.0998049
10	0.0998014	2.08167e-17	0.0998014
11	0.0998007	7.63278e-17	0.0998007
12	0.0997979	7.63278e-17	0.0997979
13	0.0997967	1.249e-16	0.0997967
14	0.0997942	1.31839e-16	0.0997942
15	0.0997927	3.19189e-16	0.0997927
16	0.0997905	3.747e-16	0.0997905
17	0.0997888	3.1225e-16	0.0997888
18	0.0997867	1.04083e-16	0.0997867
19	0.099785	2.08167e-17	0.099785
20	0.099783	0	0.099783
21	0.0997811	2.15106e-16	0.0997811
22	0.0997792	3.95517e-16	0.0997792
23	0.0997773	4.30211e-16	0.0997773
24	0.0997753	2.63678e-16	0.0997753
25	0.0997735	1.80411e-16	0.0997735
26	0.0997715	9.71445e-17	0.0997715
27	0.0997696	1.38778e-16	0.0997696
28	0.0997677	2.22045e-16	0.0997677
29	0.0997658	2.70617e-16	0.0997658
30	0.0997639	4.02456e-16	0.0997639
31	0.099762	3.05311e-16	0.099762
32	0.0997601	2.22045e-16	0.0997601
33	0.0997582	6.93889e-17	0.0997582
34	0.0997563	-1.11022e-16	0.0997563
35	0.0997544	-2.15106e-16	0.0997544
36	0.0997524	-2.91434e-16	0.0997524
37	0.0997505	-2.98372e-16	0.0997505
38	0.0997486	-9.02056e-17	0.0997486
39	0.0997467	1.249e-16	0.0997467
40	0.0997448	-3.46945e-17	0.0997448
41	0.0997429	-2.498e-16	0.0997429
42	0.099741	-4.71845e-16	0.099741
43	0.0997391	-3.67761e-16	0.0997391
44	0.0997372	-3.40006e-16	0.0997372
45	0.0997353	-6.93889e-17	0.0997353
46	0.0997333	2.77556e-17	0.0997333
47	0.0997314	2.77556e-16	0.0997314
48	0.0997295	2.42861e-16	0.0997295
49	0.0997276	5.06539e-16	0.0997276
50	0.0997257	4.71845e-16	0.0997257
51	0.0997238	6.03684e-16	0.0997238
52	0.0997219	3.81639e-16	0.0997219
53	0.09972	3.60822e-16	0.09972
54	0.0997181	2.08167e-16	0.0997181
55	0.0997162	1.249e-16	0.0997162
56	0.0997142	-1.17961e-16	0.0997142
57	0.0997123	-3.19189e-16	0.0997123
58	0.0997104	-3.95517e-16	0.0997104
59	0.0997085	-3.1225e-16	0.0997085
60	0.0997066	-2.35922e-16	0.0997066
61	0.0997047	-1.45717e-16	0.0997047
62	0.0997028	-2.15106e-16	0.0997028
63	0.0997009	-4.16334e-16	0.0997009
64	0.099699	-5.55112e-16	0.099699
65	0.0996971	-6.73073e-16	0.0996971
66	0.0996951	-5.55112e-16	0.0996951
67	0.0996932	-4.71845e-16	0.0996932
68	0.0996913	-4.71845e-16	0.0996913
69	0.0996894	-3.95517e-16	0.0996894
70	0.0996875	-4.23273e-16	0.0996875
71	0.0996856	-3.46945e-16	0.0996856
72	0.0996837	-3.88578e-16	0.0996837
73	0.0996818	-3.53884e-16	0.0996818
74	0.0996799	-4.44089e-16	0.0996799
75	0.099678	-4.23273e-16	0.099678
76	0.0996761	-3.95517e-16	0.0996761
77	0.0996741	-3.53884e-16	0.0996741
78	0.0996722	-1.59595e-16	0.0996722
79	0.0996703	-1.04083e-16	0.0996703
80	0.0996684	5.55112e-17	0.0996684
81	0.0996665	2.77556e-17	0.0996665
82	0.0996646	-4.85723e-17	0.0996646
83	0.0996627	-3.33067e-16	0.0996627
84	0.0996608	-4.78784e-16	0.0996608
85	0.0996589	-6.31439e-16	0.0996589
86	0.099657	-5.55112e-16	0.099657
87	0.099655	-5.41234e-16	0.099655
88	0.0996531	-4.64906e-16	0.0996531
89	0.0996512	-4.71845e-16	0.0996512
90	0.0996493	-7.42462e-16	0.0996493
91	0.0996474	-7.56339e-16	0.0996474
92	0.0996455	-1.00614e-15	0.0996455
93	0.0996436	-7.35523e-16	0.0996436
94	0.0996417	-6.10623e-16	0.0996417
95	0.0996398	-2.498e-16	0.0996398
96	0.0996379	-1.17961e-16	0.0996379
97	0.0996359	3.1225e-16	0.0996359
98	0.099634	4.85723e-16	0.099634
99	0.0996321	7.42462e-16	0.0996321
